,name,current_capacity,total_capacity,percent_capacity,date_time
19,Bouldering Wall,8.0,20.0,40.0,1636149907.0074542
20,East Fitness (Strength Equipment),57.0,300.0,19.0,1636149907.0074542
21,Olympic Lifting Room ,10.0,50.0,20.0,1636149907.0074542
22,MP4 (Table Tennis),1.0,300.0,1.0,1636149907.0074542
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636149907.0074542
24,Colby (Cardio),9.0,300.0,3.0,1636149907.0074542
25,Colby (Strength),96.0,300.0,32.0,1636149907.0074542
26,Lower Gym (Badminton & Pickleball),36.0,300.0,12.0,1636149907.0074542
27,TREC,,,,1636149907.0074542
0,Upper Track (4th Floor),5.0,100.0,5.0,1636153507.5818167
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636153507.5818167
2,Upper Fitness ,7.0,100.0,8.0,1636153507.5818167
3,Upper Gym,51.0,100.0,51.0,1636153507.5818167
4,MAC Court (Cardio),1.0,100.0,1.0,1636153507.5818167
5,MAC (badminton),5.0,50.0,10.0,1636153507.5818167
6,West Mezzanine (3rd Floor),5.0,100.0,5.0,1636153507.5818167
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636153507.5818167
8,East Mezzanine (3rd Floor),3.0,100.0,3.0,1636153507.5818167
9,Mindfulness Room ,0.0,50.0,0.0,1636153507.5818167
10,Racquetball/Squash Courts ,19.0,200.0,10.0,1636153507.5818167
11,Fitness Pavilion (strength),15.0,100.0,15.0,1636153507.5818167
12,Fitness Pavilion (cardio),5.0,100.0,5.0,1636153507.5818167
13,Fitness Loft,12.0,100.0,12.0,1636153507.5818167
14,Feature Gym,14.0,100.0,15.0,1636153507.5818167
15,B&G Gym 1-3,,,,1636153507.5818167
16,B&G Gym 4-6,58.0,300.0,20.0,1636153507.5818167
17,Scifres ,23.0,200.0,12.0,1636153507.5818167
18,Climbing Wall ,,,,1636153507.5818167
19,Bouldering Wall,8.0,20.0,40.0,1636153507.5818167
20,East Fitness (Strength Equipment),57.0,300.0,19.0,1636153507.5818167
21,Olympic Lifting Room ,10.0,50.0,20.0,1636153507.5818167
22,MP4 (Table Tennis),1.0,300.0,1.0,1636153507.5818167
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636153507.5818167
24,Colby (Cardio),9.0,300.0,3.0,1636153507.5818167
25,Colby (Strength),96.0,300.0,32.0,1636153507.5818167
26,Lower Gym (Badminton & Pickleball),36.0,300.0,12.0,1636153507.5818167
27,TREC,,,,1636153507.5818167
0,Upper Track (4th Floor),0.0,100.0,0.0,1636157107.7616093
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636157107.7616093
2,Upper Fitness ,9.0,100.0,9.0,1636157107.7616093
3,Upper Gym,60.0,100.0,60.0,1636157107.7616093
4,MAC Court (Cardio),2.0,100.0,2.0,1636157107.7616093
5,MAC (badminton),6.0,50.0,12.0,1636157107.7616093
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636157107.7616093
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636157107.7616093
8,East Mezzanine (3rd Floor),2.0,100.0,2.0,1636157107.7616093
9,Mindfulness Room ,0.0,50.0,0.0,1636157107.7616093
10,Racquetball/Squash Courts ,11.0,200.0,6.0,1636157107.7616093
11,Fitness Pavilion (strength),16.0,100.0,16.0,1636157107.7616093
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636157107.7616093
13,Fitness Loft,10.0,100.0,10.0,1636157107.7616093
14,Feature Gym,20.0,100.0,20.0,1636157107.7616093
15,B&G Gym 1-3,,,,1636157107.7616093
16,B&G Gym 4-6,63.0,300.0,21.0,1636157107.7616093
17,Scifres ,21.0,200.0,11.0,1636157107.7616093
18,Climbing Wall ,,,,1636157107.7616093
19,Bouldering Wall,14.0,20.0,70.0,1636157107.7616093
20,East Fitness (Strength Equipment),59.0,300.0,20.0,1636157107.7616093
21,Olympic Lifting Room ,9.0,50.0,18.0,1636157107.7616093
22,MP4 (Table Tennis),4.0,300.0,2.0,1636157107.7616093
23,MP3 (Strength Equipment),4.0,100.0,4.0,1636157107.7616093
24,Colby (Cardio),8.0,300.0,3.0,1636157107.7616093
25,Colby (Strength),110.0,300.0,37.0,1636157107.7616093
26,Lower Gym (Badminton & Pickleball),40.0,300.0,14.0,1636157107.7616093
27,TREC,20.0,300.0,7.0,1636157107.7616093
0,Upper Track (4th Floor),0.0,100.0,0.0,1636160707.1476362
1,Faculty/Staff Workout Area ,2.0,50.0,4.0,1636160707.1476362
2,Upper Fitness ,3.0,100.0,3.0,1636160707.1476362
3,Upper Gym,68.0,100.0,68.0,1636160707.1476362
4,MAC Court (Cardio),0.0,100.0,0.0,1636160707.1476362
5,MAC (badminton),11.0,50.0,22.0,1636160707.1476362
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636160707.1476362
7,Atrium Track (3rd Floor),3.0,100.0,3.0,1636160707.1476362
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636160707.1476362
9,Mindfulness Room ,0.0,50.0,0.0,1636160707.1476362
10,Racquetball/Squash Courts ,30.0,200.0,15.0,1636160707.1476362
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636160707.1476362
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636160707.1476362
13,Fitness Loft,5.0,100.0,5.0,1636160707.1476362
14,Feature Gym,23.0,100.0,23.0,1636160707.1476362
15,B&G Gym 1-3,,,,1636160707.1476362
16,B&G Gym 4-6,55.0,300.0,19.0,1636160707.1476362
17,Scifres ,21.0,200.0,11.0,1636160707.1476362
18,Climbing Wall ,,,,1636160707.1476362
19,Bouldering Wall,10.0,20.0,50.0,1636160707.1476362
20,East Fitness (Strength Equipment),31.0,300.0,11.0,1636160707.1476362
21,Olympic Lifting Room ,7.0,50.0,15.0,1636160707.1476362
22,MP4 (Table Tennis),11.0,300.0,4.0,1636160707.1476362
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636160707.1476362
24,Colby (Cardio),1.0,300.0,1.0,1636160707.1476362
25,Colby (Strength),61.0,300.0,21.0,1636160707.1476362
26,Lower Gym (Badminton & Pickleball),46.0,300.0,16.0,1636160707.1476362
27,TREC,20.0,300.0,7.0,1636160707.1476362
0,Upper Track (4th Floor),2.0,100.0,2.0,1636164307.371607
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636164307.371607
2,Upper Fitness ,7.0,100.0,8.0,1636164307.371607
3,Upper Gym,68.0,100.0,68.0,1636164307.371607
4,MAC Court (Cardio),2.0,100.0,2.0,1636164307.371607
5,MAC (badminton),12.0,50.0,24.0,1636164307.371607
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636164307.371607
7,Atrium Track (3rd Floor),2.0,100.0,2.0,1636164307.371607
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636164307.371607
9,Mindfulness Room ,0.0,50.0,0.0,1636164307.371607
10,Racquetball/Squash Courts ,21.0,200.0,11.0,1636164307.371607
11,Fitness Pavilion (strength),5.0,100.0,5.0,1636164307.371607
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1636164307.371607
13,Fitness Loft,8.0,100.0,8.0,1636164307.371607
14,Feature Gym,19.0,100.0,19.0,1636164307.371607
15,B&G Gym 1-3,,,,1636164307.371607
16,B&G Gym 4-6,46.0,300.0,16.0,1636164307.371607
17,Scifres ,19.0,200.0,10.0,1636164307.371607
18,Climbing Wall ,,,,1636164307.371607
19,Bouldering Wall,16.0,20.0,80.0,1636164307.371607
20,East Fitness (Strength Equipment),34.0,300.0,12.0,1636164307.371607
21,Olympic Lifting Room ,0.0,50.0,0.0,1636164307.371607
22,MP4 (Table Tennis),11.0,300.0,4.0,1636164307.371607
23,MP3 (Strength Equipment),2.0,100.0,2.0,1636164307.371607
24,Colby (Cardio),2.0,300.0,1.0,1636164307.371607
25,Colby (Strength),52.0,300.0,18.0,1636164307.371607
26,Lower Gym (Badminton & Pickleball),63.0,300.0,21.0,1636164307.371607
27,TREC,53.0,300.0,18.0,1636164307.371607
0,Upper Track (4th Floor),0.0,100.0,0.0,1636167906.8272173
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636167906.8272173
2,Upper Fitness ,4.0,100.0,4.0,1636167906.8272173
3,Upper Gym,40.0,100.0,40.0,1636167906.8272173
4,MAC Court (Cardio),0.0,100.0,0.0,1636167906.8272173
5,MAC (badminton),13.0,50.0,26.0,1636167906.8272173
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636167906.8272173
7,Atrium Track (3rd Floor),4.0,100.0,4.0,1636167906.8272173
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636167906.8272173
9,Mindfulness Room ,1.0,50.0,2.0,1636167906.8272173
10,Racquetball/Squash Courts ,22.0,200.0,11.0,1636167906.8272173
11,Fitness Pavilion (strength),8.0,100.0,8.0,1636167906.8272173
12,Fitness Pavilion (cardio),3.0,100.0,3.0,1636167906.8272173
13,Fitness Loft,10.0,100.0,10.0,1636167906.8272173
14,Feature Gym,11.0,100.0,11.0,1636167906.8272173
15,B&G Gym 1-3,,,,1636167906.8272173
16,B&G Gym 4-6,56.0,300.0,19.0,1636167906.8272173
17,Scifres ,11.0,200.0,6.0,1636167906.8272173
18,Climbing Wall ,,,,1636167906.8272173
19,Bouldering Wall,6.0,20.0,30.0,1636167906.8272173
20,East Fitness (Strength Equipment),31.0,300.0,11.0,1636167906.8272173
21,Olympic Lifting Room ,0.0,50.0,0.0,1636167906.8272173
22,MP4 (Table Tennis),6.0,300.0,2.0,1636167906.8272173
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636167906.8272173
24,Colby (Cardio),5.0,300.0,2.0,1636167906.8272173
25,Colby (Strength),61.0,300.0,21.0,1636167906.8272173
26,Lower Gym (Badminton & Pickleball),52.0,300.0,18.0,1636167906.8272173
27,TREC,,,,1636167906.8272173
0,Upper Track (4th Floor),0.0,100.0,0.0,1636189509.2803307
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636189509.2803307
2,Upper Fitness ,6.0,100.0,6.0,1636189509.2803307
3,Upper Gym,41.0,100.0,41.0,1636189509.2803307
4,MAC Court (Cardio),3.0,100.0,3.0,1636189509.2803307
5,MAC (badminton),4.0,50.0,8.0,1636189509.2803307
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636189509.2803307
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636189509.2803307
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636189509.2803307
9,Mindfulness Room ,0.0,50.0,0.0,1636189509.2803307
10,Racquetball/Squash Courts ,17.0,200.0,9.0,1636189509.2803307
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636189509.2803307
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636189509.2803307
13,Fitness Loft,5.0,100.0,5.0,1636189509.2803307
14,Feature Gym,14.0,100.0,15.0,1636189509.2803307
15,B&G Gym 1-3,,,,1636189509.2803307
16,B&G Gym 4-6,37.0,300.0,13.0,1636189509.2803307
17,Scifres ,13.0,200.0,7.0,1636189509.2803307
18,Climbing Wall ,,,,1636189509.2803307
19,Bouldering Wall,8.0,20.0,40.0,1636189509.2803307
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636189509.2803307
21,Olympic Lifting Room ,7.0,50.0,15.0,1636189509.2803307
22,MP4 (Table Tennis),2.0,300.0,1.0,1636189509.2803307
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636189509.2803307
24,Colby (Cardio),2.0,300.0,1.0,1636189509.2803307
25,Colby (Strength),55.0,300.0,19.0,1636189509.2803307
26,Lower Gym (Badminton & Pickleball),52.0,300.0,18.0,1636189509.2803307
27,TREC,,,,1636189509.2803307
0,Upper Track (4th Floor),0.0,100.0,0.0,1636193106.6303365
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636193106.6303365
2,Upper Fitness ,6.0,100.0,6.0,1636193106.6303365
3,Upper Gym,41.0,100.0,41.0,1636193106.6303365
4,MAC Court (Cardio),3.0,100.0,3.0,1636193106.6303365
5,MAC (badminton),4.0,50.0,8.0,1636193106.6303365
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636193106.6303365
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636193106.6303365
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636193106.6303365
9,Mindfulness Room ,0.0,50.0,0.0,1636193106.6303365
10,Racquetball/Squash Courts ,17.0,200.0,9.0,1636193106.6303365
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636193106.6303365
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636193106.6303365
13,Fitness Loft,5.0,100.0,5.0,1636193106.6303365
14,Feature Gym,14.0,100.0,15.0,1636193106.6303365
15,B&G Gym 1-3,,,,1636193106.6303365
16,B&G Gym 4-6,37.0,300.0,13.0,1636193106.6303365
17,Scifres ,13.0,200.0,7.0,1636193106.6303365
18,Climbing Wall ,,,,1636193106.6303365
19,Bouldering Wall,8.0,20.0,40.0,1636193106.6303365
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636193106.6303365
21,Olympic Lifting Room ,7.0,50.0,15.0,1636193106.6303365
22,MP4 (Table Tennis),2.0,300.0,1.0,1636193106.6303365
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636193106.6303365
24,Colby (Cardio),2.0,300.0,1.0,1636193106.6303365
25,Colby (Strength),55.0,300.0,19.0,1636193106.6303365
26,Lower Gym (Badminton & Pickleball),52.0,300.0,18.0,1636193106.6303365
27,TREC,,,,1636193106.6303365
0,Upper Track (4th Floor),0.0,100.0,0.0,1636196706.7019844
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636196706.7019844
2,Upper Fitness ,6.0,100.0,6.0,1636196706.7019844
3,Upper Gym,41.0,100.0,41.0,1636196706.7019844
4,MAC Court (Cardio),3.0,100.0,3.0,1636196706.7019844
5,MAC (badminton),4.0,50.0,8.0,1636196706.7019844
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636196706.7019844
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636196706.7019844
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636196706.7019844
9,Mindfulness Room ,0.0,50.0,0.0,1636196706.7019844
10,Racquetball/Squash Courts ,17.0,200.0,9.0,1636196706.7019844
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636196706.7019844
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636196706.7019844
13,Fitness Loft,5.0,100.0,5.0,1636196706.7019844
14,Feature Gym,14.0,100.0,15.0,1636196706.7019844
15,B&G Gym 1-3,,,,1636196706.7019844
16,B&G Gym 4-6,37.0,300.0,13.0,1636196706.7019844
17,Scifres ,13.0,200.0,7.0,1636196706.7019844
18,Climbing Wall ,,,,1636196706.7019844
19,Bouldering Wall,8.0,20.0,40.0,1636196706.7019844
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636196706.7019844
21,Olympic Lifting Room ,7.0,50.0,15.0,1636196706.7019844
22,MP4 (Table Tennis),2.0,300.0,1.0,1636196706.7019844
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636196706.7019844
24,Colby (Cardio),2.0,300.0,1.0,1636196706.7019844
25,Colby (Strength),55.0,300.0,19.0,1636196706.7019844
26,Lower Gym (Badminton & Pickleball),52.0,300.0,18.0,1636196706.7019844
27,TREC,,,,1636196706.7019844
0,Upper Track (4th Floor),0.0,100.0,0.0,1636200307.2575405
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636200307.2575405
2,Upper Fitness ,6.0,100.0,6.0,1636200307.2575405
3,Upper Gym,41.0,100.0,41.0,1636200307.2575405
4,MAC Court (Cardio),3.0,100.0,3.0,1636200307.2575405
5,MAC (badminton),4.0,50.0,8.0,1636200307.2575405
6,West Mezzanine (3rd Floor),3.0,100.0,3.0,1636200307.2575405
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636200307.2575405
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636200307.2575405
9,Mindfulness Room ,0.0,50.0,0.0,1636200307.2575405
10,Racquetball/Squash Courts ,17.0,200.0,9.0,1636200307.2575405
11,Fitness Pavilion (strength),9.0,100.0,9.0,1636200307.2575405
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636200307.2575405
13,Fitness Loft,5.0,100.0,5.0,1636200307.2575405
14,Feature Gym,14.0,100.0,15.0,1636200307.2575405
15,B&G Gym 1-3,,,,1636200307.2575405
16,B&G Gym 4-6,37.0,300.0,13.0,1636200307.2575405
17,Scifres ,13.0,200.0,7.0,1636200307.2575405
18,Climbing Wall ,,,,1636200307.2575405
19,Bouldering Wall,8.0,20.0,40.0,1636200307.2575405
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636200307.2575405
21,Olympic Lifting Room ,7.0,50.0,15.0,1636200307.2575405
22,MP4 (Table Tennis),2.0,300.0,1.0,1636200307.2575405
23,MP3 (Strength Equipment),0.0,100.0,0.0,1636200307.2575405
24,Colby (Cardio),2.0,300.0,1.0,1636200307.2575405
25,Colby (Strength),55.0,300.0,19.0,1636200307.2575405
26,Lower Gym (Badminton & Pickleball),52.0,300.0,18.0,1636200307.2575405
27,TREC,,,,1636200307.2575405
0,Upper Track (4th Floor),0.0,100.0,0.0,1636203907.1837218
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636203907.1837218
2,Upper Fitness ,2.0,100.0,2.0,1636203907.1837218
3,Upper Gym,0.0,100.0,0.0,1636203907.1837218
4,MAC Court (Cardio),,,,1636203907.1837218
5,MAC (badminton),,,,1636203907.1837218
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636203907.1837218
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636203907.1837218
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636203907.1837218
9,Mindfulness Room ,0.0,50.0,0.0,1636203907.1837218
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636203907.1837218
11,Fitness Pavilion (strength),0.0,100.0,0.0,1636203907.1837218
12,Fitness Pavilion (cardio),0.0,100.0,0.0,1636203907.1837218
13,Fitness Loft,0.0,100.0,0.0,1636203907.1837218
14,Feature Gym,0.0,100.0,0.0,1636203907.1837218
15,B&G Gym 1-3,,,,1636203907.1837218
16,B&G Gym 4-6,0.0,300.0,0.0,1636203907.1837218
17,Scifres ,2.0,200.0,1.0,1636203907.1837218
18,Climbing Wall ,,,,1636203907.1837218
19,Bouldering Wall,0.0,20.0,0.0,1636203907.1837218
20,East Fitness (Strength Equipment),2.0,300.0,1.0,1636203907.1837218
21,Olympic Lifting Room ,0.0,50.0,0.0,1636203907.1837218
22,MP4 (Table Tennis),0.0,300.0,0.0,1636203907.1837218
23,MP3 (Strength Equipment),,,,1636203907.1837218
24,Colby (Cardio),1.0,300.0,1.0,1636203907.1837218
25,Colby (Strength),3.0,300.0,1.0,1636203907.1837218
26,Lower Gym (Badminton & Pickleball),0.0,300.0,0.0,1636203907.1837218
27,TREC,,,,1636203907.1837218
0,Upper Track (4th Floor),1.0,100.0,1.0,1636207507.328673
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636207507.328673
2,Upper Fitness ,6.0,100.0,6.0,1636207507.328673
3,Upper Gym,20.0,100.0,20.0,1636207507.328673
4,MAC Court (Cardio),,,,1636207507.328673
5,MAC (badminton),,,,1636207507.328673
6,West Mezzanine (3rd Floor),1.0,100.0,1.0,1636207507.328673
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636207507.328673
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636207507.328673
9,Mindfulness Room ,0.0,50.0,0.0,1636207507.328673
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636207507.328673
11,Fitness Pavilion (strength),2.0,100.0,2.0,1636207507.328673
12,Fitness Pavilion (cardio),2.0,100.0,2.0,1636207507.328673
13,Fitness Loft,1.0,100.0,1.0,1636207507.328673
14,Feature Gym,0.0,100.0,0.0,1636207507.328673
15,B&G Gym 1-3,,,,1636207507.328673
16,B&G Gym 4-6,3.0,300.0,1.0,1636207507.328673
17,Scifres ,6.0,200.0,3.0,1636207507.328673
18,Climbing Wall ,,,,1636207507.328673
19,Bouldering Wall,0.0,20.0,0.0,1636207507.328673
20,East Fitness (Strength Equipment),14.0,300.0,5.0,1636207507.328673
21,Olympic Lifting Room ,1.0,50.0,2.0,1636207507.328673
22,MP4 (Table Tennis),0.0,300.0,0.0,1636207507.328673
23,MP3 (Strength Equipment),,,,1636207507.328673
24,Colby (Cardio),4.0,300.0,2.0,1636207507.328673
25,Colby (Strength),18.0,300.0,6.0,1636207507.328673
26,Lower Gym (Badminton & Pickleball),6.0,300.0,2.0,1636207507.328673
27,TREC,,,,1636207507.328673
0,Upper Track (4th Floor),0.0,100.0,0.0,1636211106.830691
1,Faculty/Staff Workout Area ,0.0,50.0,0.0,1636211106.830691
2,Upper Fitness ,2.0,100.0,2.0,1636211106.830691
3,Upper Gym,30.0,100.0,30.0,1636211106.830691
4,MAC Court (Cardio),0.0,100.0,0.0,1636211106.830691
5,MAC (badminton),4.0,50.0,8.0,1636211106.830691
6,West Mezzanine (3rd Floor),0.0,100.0,0.0,1636211106.830691
7,Atrium Track (3rd Floor),0.0,100.0,0.0,1636211106.830691
8,East Mezzanine (3rd Floor),1.0,100.0,1.0,1636211106.830691
9,Mindfulness Room ,0.0,50.0,0.0,1636211106.830691
10,Racquetball/Squash Courts ,0.0,200.0,0.0,1636211106.830691
11,Fitness Pavilion (strength),6.0,100.0,6.0,1636211106.830691
12,Fitness Pavilion (cardio),6.0,100.0,6.0,1636211106.830691
13,Fitness Loft,10.0,100.0,10.0,1636211106.830691
14,Feature Gym,0.0,100.0,0.0,1636211106.830691
15,B&G Gym 1-3,,,,1636211106.830691
16,B&G Gym 4-6,4.0,300.0,2.0,1636211106.830691
17,Scifres ,11.0,200.0,6.0,1636211106.830691
18,Climbing Wall ,,,,1636211106.830691
19,Bouldering Wall,1.0,20.0,5.0,1636211106.830691
20,East Fitness (Strength Equipment),39.0,300.0,13.0,1636211106.830691
21,Olympic Lifting Room ,2.0,50.0,4.0,1636211106.830691
22,MP4 (Table Tennis),0.0,300.0,0.0,1636211106.830691
23,MP3 (Strength Equipment),,,,1636211106.830691
24,Colby (Cardio),2.0,300.0,1.0,1636211106.830691
25,Colby (Strength),37.0,300.0,13.0,1636211106.830691
26,Lower Gym (Badminton & Pickleball),8.0,300.0,3.0,1636211106.830691
27,TREC,,,,1636211106.830691
0,Upper Track (4th Floor),1.0,100.0,1.0,1636214707.7359536
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636214707.7359536
2,Upper Fitness ,6.0,100.0,6.0,1636214707.7359536
3,Upper Gym,28.0,100.0,29.0,1636214707.7359536
4,MAC Court (Cardio),0.0,100.0,0.0,1636214707.7359536
5,MAC (badminton),0.0,50.0,0.0,1636214707.7359536
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636214707.7359536
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636214707.7359536
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636214707.7359536
9,Mindfulness Room ,2.0,50.0,4.0,1636214707.7359536
10,Racquetball/Squash Courts ,3.0,200.0,2.0,1636214707.7359536
11,Fitness Pavilion (strength),6.0,100.0,6.0,1636214707.7359536
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1636214707.7359536
13,Fitness Loft,7.0,100.0,8.0,1636214707.7359536
14,Feature Gym,3.0,100.0,3.0,1636214707.7359536
15,B&G Gym 1-3,,,,1636214707.7359536
16,B&G Gym 4-6,8.0,300.0,3.0,1636214707.7359536
17,Scifres ,12.0,200.0,6.0,1636214707.7359536
18,Climbing Wall ,,,,1636214707.7359536
19,Bouldering Wall,1.0,20.0,5.0,1636214707.7359536
20,East Fitness (Strength Equipment),24.0,300.0,8.0,1636214707.7359536
21,Olympic Lifting Room ,4.0,50.0,8.0,1636214707.7359536
22,MP4 (Table Tennis),0.0,300.0,0.0,1636214707.7359536
23,MP3 (Strength Equipment),,,,1636214707.7359536
24,Colby (Cardio),2.0,300.0,1.0,1636214707.7359536
25,Colby (Strength),38.0,300.0,13.0,1636214707.7359536
26,Lower Gym (Badminton & Pickleball),32.0,300.0,11.0,1636214707.7359536
27,TREC,,,,1636214707.7359536
0,Upper Track (4th Floor),1.0,100.0,1.0,1636218306.598551
1,Faculty/Staff Workout Area ,1.0,50.0,2.0,1636218306.598551
2,Upper Fitness ,6.0,100.0,6.0,1636218306.598551
3,Upper Gym,28.0,100.0,29.0,1636218306.598551
4,MAC Court (Cardio),0.0,100.0,0.0,1636218306.598551
5,MAC (badminton),0.0,50.0,0.0,1636218306.598551
6,West Mezzanine (3rd Floor),2.0,100.0,2.0,1636218306.598551
7,Atrium Track (3rd Floor),1.0,100.0,1.0,1636218306.598551
8,East Mezzanine (3rd Floor),0.0,100.0,0.0,1636218306.598551
9,Mindfulness Room ,2.0,50.0,4.0,1636218306.598551
10,Racquetball/Squash Courts ,2.0,200.0,1.0,1636218306.598551
11,Fitness Pavilion (strength),6.0,100.0,6.0,1636218306.598551
12,Fitness Pavilion (cardio),4.0,100.0,4.0,1636218306.598551
13,Fitness Loft,7.0,100.0,8.0,1636218306.598551
14,Feature Gym,3.0,100.0,3.0,1636218306.598551
15,B&G Gym 1-3,,,,1636218306.598551
16,B&G Gym 4-6,8.0,300.0,3.0,1636218306.598551
17,Scifres ,9.0,200.0,5.0,1636218306.598551
18,Climbing Wall ,,,,1636218306.598551
19,Bouldering Wall,0.0,20.0,0.0,1636218306.598551
20,East Fitness (Strength Equipment),23.0,300.0,8.0,1636218306.598551
21,Olympic Lifting Room ,4.0,50.0,8.0,1636218306.598551
22,MP4 (Table Tennis),0.0,300.0,0.0,1636218306.598551
23,MP3 (Strength Equipment),3.0,100.0,3.0,1636218306.598551
24,Colby (Cardio),2.0,300.0,1.0,1636218306.598551
25,Colby (Strength),39.0,300.0,13.0,1636218306.598551
26,Lower Gym (Badminton & Pickleball),34.0,300.0,12.0,1636218306.598551
27,TREC,,,,1636218306.598551
0,Upper Track (4th Floor),0.0,100.0,0.0,1636221907.1067035
1,Faculty/Staff Workout Area ,2.0,50.0,4.0,1636221907.1067035
2,Upper Fitness ,1.0,100.0,1.0,1636221907.1067035
3,Upper Gym,28.0,100.0,29.0,1636221907.1067035
4,MAC Court (Cardio),1.0,100.0,1.0,1636221907.1067035
5,MAC (badminton),0.0,50.0,0.0,1636221907.1067035
